danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,is_running
0.709,0.631,0,-11.204,1,0.0461,0.00155,0.866,0.0784,0.346,122.014,3CkFs9nquXcv4VsHnsvhJ5,3,1
0.922,0.616,1,-9.695,1,0.162,0.802,0.892,0.102,0.595,120.057,7EC8AM9PK4WHwyD8WIdZPa,4,1
0.741,0.717,5,-10.698,0,0.0541,0.011,0.79,0.125,0.384,119.987,18r0EwxSFYaA9D7Ja8T7PV,4,1
0.8,0.757,1,-10.557,1,0.0471,0.0693,0.824,0.113,0.149,122.005,7x5AbgjodfYRFdB3UxAOGB,4,1
0.874,0.463,7,-17.612,1,0.267,0.427,0.0832,0.117,0.259,120.994,5q0KwjJ7RhmdnqlS6h1oEL,4,1
0.764,0.544,9,-11.89,0,0.0522,0.0375,0.856,0.117,0.833,117.998,3gW3k4nrod4POzhmV742rt,4,1
0.805,0.565,4,-12.968,0,0.0547,4.98e-05,0.832,0.104,0.388,120.01,7egRCR2SWh6a75o2eeWl6c,4,1
0.812,0.55,0,-8.909,1,0.0507,0.0206,0.896,0.0657,0.485,120.002,1lBhMsLkgsaVQTsaoE8GEd,4,1
0.777,0.544,1,-12.784,1,0.0586,0.0726,0.937,0.068,0.337,117.99,5XCUn3nfOkGJYOyGshdFhC,4,1
0.773,0.672,10,-11.447,1,0.051,0.000483,0.866,0.113,0.339,118.003,7nPMoLmBEkX5RZJFu69yBJ,4,1
0.792,0.299,0,-17.711,0,0.0748,0.0016,0.847,0.0898,0.281,118.012,2yboFvgwf9aj8kNpYzWFJb,4,1
0.791,0.779,7,-10.019,1,0.0607,0.0013,0.775,0.375,0.0395,119.993,3dyrjNrz8HcVBx2VsUaYVh,4,1
0.809,0.75,1,-6.712,1,0.0436,0.0526,0.84,0.0685,0.422,120.013,57YQVOGyS0QWE8QOo9S0gF,4,1
0.765,0.856,0,-9.453,1,0.0444,0.0288,0.794,0.084,0.0857,122.042,6xcXGCA6Qs9LwxY4r6B0g4,4,1
0.709,0.647,5,-12.361,1,0.04,0.0126,0.892,0.107,0.158,120.011,4jQFk9HpGI7J4h8DqAUKsW,4,1
0.81,0.625,7,-15.767,1,0.255,0.418,0.904,0.128,0.0398,121.989,7qowRueNKMOI1ARK2ltG8K,4,1
0.71,0.409,0,-17.046,1,0.0394,0.489,0.893,0.108,0.563,122.027,1cJQgFcJzvGTtDeckN3E4B,4,1
0.85,0.548,7,-12.467,1,0.245,0.0227,0.501,0.115,0.271,120.055,7KoQlaxIbg3FhBABlBTKEt,4,1
0.784,0.857,1,-8.724,0,0.0468,0.00309,0.857,0.0812,0.106,121.018,3CC9G02pqtJ88KCabogFba,4,1
0.732,0.636,10,-12.164,0,0.0734,0.0662,0.275,0.101,0.4,120.179,5yvdQZqYzMt191ssW3NvUD,4,1
0.795,0.619,5,-11.428,0,0.0823,0.161,0.866,0.146,0.678,118.009,1VK0VKSSYrx8Mg3trmV8zL,4,1
0.811,0.819,7,-11.76,1,0.0494,0.0232,0.891,0.107,0.896,122.011,0H3e2aKIJo154hMg1fcTE2,4,1
0.792,0.534,9,-10.856,1,0.0549,0.0327,0.861,0.0845,0.944,120.022,2W8nY0OmBoOaPtGxtJ3chw,4,1
0.807,0.554,5,-14.001,0,0.047,0.0662,0.772,0.0754,0.231,120.006,4wwrQNY2AjrCt2mGc7HcQA,3,1
0.463,0.517,1,-15.799,1,0.0737,0.557,0.85,0.122,0.411,119.974,7vWrnIvoGCVxpBMGJO9Nbi,4,1
0.706,0.541,10,-13.609,0,0.0518,0.0405,0.838,0.52,0.493,119.989,1sI1OCmoBg5Ty1xN1PRAHs,4,1
0.851,0.512,0,-9.53,0,0.31,0.371,0.835,0.174,0.288,120.01,3VKRg5UXSovJoNabq2vrnq,4,1
0.75,0.662,6,-17.815,1,0.0464,0.847,0.87,0.0873,0.0857,122.004,33OX22n8bgi4V7bzjsD7Ws,4,1
0.798,0.806,1,-9.026,1,0.0598,0.0118,0.907,0.121,0.28,122.012,2Pbls3fWibSzMOjG43sVBF,4,1
0.623,0.842,7,-8.204,1,0.0491,0.00271,0.816,0.195,0.217,118.0,1tER9ctlfFASFYpqGLb2Ux,4,1
0.857,0.464,3,-11.643,1,0.141,0.83,0.965,0.11,0.697,119.987,6tRdbsDBn6BQ4Pk9fz2JAl,4,1
0.602,0.783,0,-8.471,0,0.0331,0.00954,0.945,0.12,0.474,120.013,3fMOE6PBOkIAEHlMAExlKj,3,1
0.758,0.803,11,-7.753,0,0.0609,0.0056,0.872,0.542,0.28,120.01,79cOXogBTBDiF91jhr9ih6,4,1
0.857,0.508,8,-10.454,0,0.0642,0.0163,0.246,0.111,0.262,118.017,2IBYFJJgdQvE83nt5q3Mds,4,1
0.7,0.817,4,-8.394,0,0.103,0.0766,0.831,0.107,0.367,120.024,0KZRx6da9VbIhwgVxVEhbu,4,1
0.696,0.565,5,-10.807,1,0.0284,0.612,0.89,0.109,0.546,120.029,7HnJXWqcZGCjcMQX29lkqq,4,1
0.809,0.561,11,-12.05,0,0.0576,0.0212,0.819,0.354,0.214,120.001,5ghSf2DY96iGYoB4vQePpE,4,1
0.802,0.439,4,-11.305,0,0.0756,0.0502,0.86,0.127,0.0727,122.012,2nnC39bmk3IhgU6Y234PEW,4,1
0.746,0.735,8,-8.42,1,0.0741,0.000701,0.835,0.102,0.164,119.987,33Qvtl9E5ARA8HOxgEBX4v,4,1
0.817,0.767,4,-8.529,0,0.0484,0.00723,0.867,0.101,0.405,120.014,2ohFbsoB7uVvTTgCk7aWY3,4,1
0.855,0.213,8,-16.613,1,0.0589,0.334,0.916,0.0683,0.483,121.003,0Aeg4DXpsdkHx5hEB9dybY,4,1
0.692,0.834,9,-9.129,0,0.0414,0.519,0.934,0.0905,0.437,122.003,5jjCspZaeMpClv7S1H3a8E,4,1
0.791,0.351,7,-9.852,0,0.047,0.0138,0.825,0.0888,0.177,119.998,3L3Zugtoy4iSpky2oiOjDI,4,1
0.81,0.368,0,-17.999,0,0.113,0.00223,0.00091,0.109,0.378,118.016,563A3oAQnjkDEqEjlbs2bO,4,1
0.676,0.597,0,-12.516,1,0.0369,0.518,0.737,0.162,0.17,119.994,2bbPnvi0OaViwKNEG0DnPC,4,1
0.816,0.463,5,-11.98,0,0.0533,0.787,0.854,0.116,0.361,120.006,4QgCRg5t83rKvuCTQ11JHj,4,1
0.705,0.65,2,-10.838,1,0.0361,0.2,0.899,0.111,0.0404,122.005,6SKHpIBF0zImsmqmRkgvwp,4,1
0.808,0.73,5,-8.455,0,0.0694,0.00545,0.814,0.124,0.374,120.011,1lzBu9GwCyWPieEWTrqtnI,4,1
0.722,0.763,8,-9.231,0,0.0356,0.116,0.883,0.0927,0.305,121.987,0dwUqHfuKGhtYCChyeLyxX,4,1
0.66,0.695,11,-12.107,0,0.0362,0.151,0.89,0.131,0.183,120.004,3pc3At69FqsZtWmvfyMDqQ,3,1
0.801,0.739,11,-8.789,0,0.0773,0.00244,0.848,0.0775,0.133,121.005,2gdz7MRCHpxQlR9FrGyTNM,4,1
0.701,0.649,9,-9.217,0,0.0685,0.0544,0.936,0.0747,0.126,122.008,0eLSVeBu5fdxT4W0k316OK,4,1
0.811,0.594,3,-7.762,0,0.0543,0.0102,0.826,0.0923,0.0671,119.98,6LpCOSM7ti0RkktlPHPBbK,4,1
0.669,0.63,9,-10.343,1,0.0397,0.0721,0.864,0.115,0.108,119.983,2aGpPdS5daiW8vQrTI3SgC,4,1
0.743,0.77,9,-9.088,1,0.055,0.0412,0.902,0.0951,0.138,119.997,71wKe7nLKqkaq3JYAFEdna,4,1
0.805,0.887,9,-8.304,1,0.0447,0.234,0.877,0.082,0.31,121.012,3anEkpGQT5hDxtPwtX4itO,4,1
0.574,0.873,11,-7.721,0,0.0343,0.00541,0.629,0.061,0.444,121.991,1XvuCcjK1Q3R8e0U2axlet,4,1
0.632,0.588,1,-12.116,0,0.0589,0.00829,0.791,0.105,0.0476,118.022,1CAozfu6bPDxaKe39x030x,4,1
0.818,0.963,7,-6.457,1,0.0424,0.0212,0.861,0.0671,0.617,120.011,4fPv168u1RcMv7EvXpjhm2,4,1
0.809,0.829,0,-7.671,1,0.0469,0.0111,0.871,0.0736,0.889,120.014,3owktfqOe8kZ9zCoTSZ0T8,4,1
0.787,0.658,0,-11.222,1,0.0438,0.138,0.889,0.115,0.0578,122.006,3RO9tD7ttecxGrxJ0te80c,4,1
0.89,0.699,9,-10.688,0,0.0775,0.192,0.482,0.105,0.931,118.023,4KohjkgXdXqYNHUOhcxJmF,4,1
0.67,0.565,7,-10.45,1,0.0304,0.582,0.842,0.151,0.256,120.001,30cOun7g2v2GO6fLin6gPy,4,1
0.906,0.423,6,-14.697,0,0.159,0.384,0.897,0.0922,0.506,120.002,28LJlaqXAzbuvrdUtmRA5X,4,1
0.804,0.611,1,-8.903,1,0.0601,0.119,0.772,0.165,0.535,120.016,6cHARzJkr12k7Tido9BdCZ,4,1
0.921,0.546,6,-10.15,1,0.0516,0.00208,0.885,0.107,0.706,118.012,6rZZ516aVPn9QslltPSXNj,4,1
0.681,0.538,10,-10.14,1,0.0396,0.0353,0.924,0.107,0.253,120.039,3eb9HO1cq8uzEmUdU7mNvs,4,1
0.537,0.65,9,-12.498,0,0.0487,0.462,0.934,0.0972,0.0401,118.015,4CXcplkSoeBK15TewprZMe,4,1
0.656,0.722,0,-9.313,1,0.0356,0.00374,0.38,0.169,0.0923,120.017,2xKYapqsbXe0KC4Q2hnTKc,4,1
0.639,0.918,0,-10.307,1,0.0344,0.0316,0.828,0.107,0.0338,120.018,3rnFEiW9efHwnzsb9KzUVd,4,1
0.867,0.536,8,-13.756,0,0.193,0.206,0.815,0.123,0.486,118.01,3bDpJL4DCGc8ynUfhCtTHl,4,1
0.748,0.688,2,-12.421,1,0.0508,0.00521,0.853,0.0637,0.41,122.006,0p4zxScTH4QBPnDdIeInfB,4,1
0.757,0.622,10,-8.79,0,0.052,0.197,0.856,0.114,0.299,119.987,5B6twCLP2ufIy2Mc4L1rS0,4,1
0.814,0.61,0,-10.266,0,0.0421,0.0736,0.859,0.108,0.702,118.063,4YGkHrj5NQzSn3q2aJ4C9O,4,1
0.894,0.706,0,-8.336,1,0.118,0.245,0.884,0.112,0.318,120.115,30bpR02KwJ6SpvHUvdvuoW,4,1
0.743,0.886,2,-7.596,1,0.0594,0.000778,0.58,0.114,0.382,118.056,4ODWE5SOUACS8xu6aV9ORL,4,1
0.8,0.363,0,-16.629,1,0.0497,0.00847,0.865,0.274,0.0533,118.001,2Z515QtI12xintnkboGQZw,4,1
0.809,0.474,2,-12.744,0,0.0757,0.0133,0.876,0.106,0.751,121.036,6hMCmAzbsXyzcfcR11429z,4,1
0.692,0.772,4,-6.91,0,0.0391,0.132,0.887,0.0802,0.58,121.988,16QQGyu1UFkfQREErhvyvf,4,1
0.809,0.654,6,-8.804,0,0.0526,0.0688,0.916,0.106,0.247,118.998,57H1bcqbsyrGHfTebZddzy,4,1
0.821,0.519,0,-13.577,1,0.0479,0.14,0.856,0.106,0.148,119.997,6lOFuDrXRewSFfQ4JyImyS,4,1
0.722,0.51,5,-8.836,0,0.0527,0.076,0.901,0.104,0.0737,119.991,5sIlFL8mCj6AIrRDI1d6mT,4,1
0.672,0.766,0,-10.714,0,0.0398,0.132,0.832,0.163,0.5,121.984,7hxkOhoWSxygCa4Akt3KjX,4,1
0.715,0.662,6,-11.111,0,0.0381,0.441,0.948,0.141,0.309,119.984,0nxEpiRh6ja8YxKTR8kCkO,4,1
0.809,0.742,4,-9.946,0,0.0427,0.00175,0.838,0.114,0.177,118.983,1KqRI4mAyLW1mpFJQnJCAM,4,1
0.746,0.607,6,-13.172,0,0.0753,0.0104,0.852,0.0699,0.327,121.017,3nVHB5vFE9Zpj4BYXFc3w4,4,1
0.69,0.674,6,-13.728,0,0.0355,0.259,0.828,0.087,0.165,120.011,1X1teXcaWQFH4iOTkCOh9a,3,1
0.742,0.619,4,-11.794,0,0.0614,0.231,0.898,0.16,0.266,121.018,6pRocudXtLnKRd61gtotIk,4,1
0.724,0.659,4,-12.273,0,0.0466,0.209,0.852,0.0871,0.0927,120.009,4Xs8dQwj1Ic4FyCcCyRKYq,4,1
0.73,0.562,0,-14.434,1,0.0454,0.0962,0.783,0.0769,0.437,119.015,1dlNlopZwjwqb6orJH1MKC,4,1
0.706,0.507,7,-11.044,1,0.0469,0.514,0.85,0.106,0.0979,120.019,3bCnwmJwBob222khzVUrcN,4,1
0.715,0.552,6,-9.371,1,0.0468,0.0203,0.805,0.117,0.0387,118.008,0LOGcNCFLfCWLh9mzTmaG5,4,1
0.689,0.641,4,-9.667,0,0.0488,0.384,0.909,0.09,0.0665,120.003,6myfz5g9b9U6bQSr4XcKGu,4,1
0.726,0.598,3,-9.13,0,0.0521,0.468,0.936,0.115,0.144,120.002,5QkMlAxHmZG33OGA81oWSa,4,1
0.822,0.9,10,-7.221,0,0.0937,0.00441,0.887,0.427,0.486,122.987,6hiA6WO0DRm9D480BIGqOT,4,1
0.718,0.698,9,-13.932,0,0.0472,0.749,0.932,0.111,0.409,120.018,0jy4TqKxOwZoraKJkle0dC,4,1
0.532,0.967,11,-7.977,0,0.0457,0.146,0.985,0.115,0.59,136.083,3dxDj8pDPlIHCIrUPXuCeG,4,1
0.628,0.967,8,-2.43,1,0.0538,0.0217,0.00157,0.336,0.349,125.982,5vlzH0ps6WDyb158oFTAb3,4,1
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,0nrRP2bk19rLc0orkWPQk2,4,1
0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,2dWNKXTs5z7Iu1g0kYh4Xe,4,1
0.49,0.916,10,-8.663,0,0.0461,0.0202,0.939,0.119,0.367,139.976,0yMoJXVP6hFLV71DRVxRTk,4,1
0.737,0.899,6,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,1UPHCP5YeVfele4DMbdGyi,4,1
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,3cHyrEgdyYRjgJKSOiOtcS,4,1
0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,0lHAMNU8RGiIObScrsRgmP,4,1
0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,57yeWyaoeTt26p0dlEZukQ,4,1
0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,07nH4ifBxUB4lZcsf44Brn,4,1
0.799,0.892,10,-4.999,0,0.0358,0.0189,0.00131,0.0591,0.934,125.023,3ck2KxuP99yTwWzdf8piiC,4,1
0.704,0.722,2,-10.815,0,0.0446,0.0287,0.00341,0.297,0.859,129.992,5cIU5GZBbyMfgfXGcoQVYc,4,1
0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,4,1
0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,0cqRj7pUJDkTCEsJkx8snD,4,1
0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,6Dy1jexKYriXAVG6evyUTJ,4,1
0.708,0.909,5,-5.999,0,0.0476,0.0324,0.527,0.08,0.351,127.997,5IFSvSEeCAvvBEQ85poqKB,4,1
0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,6PUIzlqotEmPuBfjbwYWOB,4,1
0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,2USlegnFJLrVLpoVfPimKB,3,1
0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,3BKD1PwArikchz2Zrlp1qi,4,1
0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,2N8m6CYs74qQO4mjVcXO30,4,1
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,1gihuPhrLraKYrJMAEONyc,4,1
0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,4,1
0.602,0.847,11,-5.998,0,0.0588,0.00887,0.0308,0.0622,0.0871,138.037,2jAjkmZIKwV5VOBiZ3qUUL,4,1
0.278,0.82,8,-10.383,1,0.0606,0.00462,0.00244,0.171,0.358,145.744,0JxdP3ctbORCiQUMo7Xmyi,4,1
0.879,0.665,11,-6.082,0,0.145,0.164,0.0,0.319,0.672,123.977,4DJORZgsbqnEJ4f4B9TBGV,4,1
0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,0siYMEsGrzzzlWLXK5zJfS,4,1
0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,0zLCBJZSiELJf02ucPP9wb,4,1
0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026,4LjfIjS8iweFCPdKxLnEoV,4,1
0.672,0.748,11,-5.922,0,0.0589,0.305,0.0,0.0811,0.964,163.984,1FSWSs9CL01RCYxXtm08Rf,4,1
0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,2rgtCOVK2tpfao2VjURn84,4,1
0.487,0.892,5,-6.439,1,0.0335,0.000613,2.1e-06,0.0935,0.283,136.951,3042EtN9aI5x9trCe3Hzp6,4,1
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,6YUTL4dYpB9xZO5qExPf05,4,1
0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046,4Et6tUEO7biKxZEfJXpNj1,4,1
0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,1NpW5kyvO4XrNJ3rnfcNy3,4,1
0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,5K6Ssv4Z3zRvxt0P6EKUAP,4,1
0.694,0.977,4,-4.553,1,0.0734,0.0115,0.1,0.0916,0.333,132.994,2YOuBWIyHgyvHnLMpjzBf2,4,1
0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,6cx06DFPPHchuUAcTxznu9,4,1
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,4,1
0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,1kKYjjfNYxE0YYgLa7vgVY,4,1
0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,36gcliMRX1vCpgnrZE3dFZ,4,1
0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,0.672,125.993,4Vbz3osCh6DwHYv5gVv5H2,4,1
0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,6JV2JOEocMgcZxYSZelKcc,4,1
0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,24LS4lQShWyixJ0ZrJXfJ5,4,1
0.542,0.966,10,-8.255,1,0.0421,0.00107,0.128,0.0984,0.351,140.071,3bUNyRrTFJDd4mqvUcb1Aa,4,1
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,2LEF1A8DOZ9wRYikWgVlZ8,4,1
0.801,0.985,7,-2.69,1,0.0647,0.0205,6.86e-06,0.297,0.72,127.99,3wLPRjw2XQpmowqXUXb3UF,4,1
0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,4eDYMhIin1pSLIG96f1aD0,4,1
0.591,0.898,6,-4.78,1,0.0336,0.0523,2.73e-06,0.411,0.482,107.094,1otmOO4ilwTSIUDBnR6wCF,4,1
0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,7ju97lgwC2rKQ6wwsf9no9,4,1
0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,3w3y8KPTfNeOKPiqUTakBh,4,1
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,0nrRP2bk19rLc0orkWPQk2,4,1
0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,4,1
0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,0FDzzruyVECATHXKHFs9eJ,4,1
0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,3QGsuHI8jO1Rx4JWLUh9jd,4,1
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,4,1
0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,7xoUc6faLbCqZO6fQEYprd,4,1
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,0ct6r3EGTcMLPtrXHDvVjc,4,1
0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,6qn9YLKt13AGvpq9jfO8py,4,1
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4QNpBfC0zvjKqPJcyqBy9W,4,1
0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,48QmG1dfvMuYLxMPt7KSRA,4,1
0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,4,1
0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,6FE2iI43OZnszFLuLtvvmg,4,1
0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,2a1o6ZejUi8U3wzzOtCOYw,3,1
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,3cHyrEgdyYRjgJKSOiOtcS,4,1
0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,2ENexcMEMsYk0rVJigVD3i,4,1
0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,60nZcImufyMA1MKQY3dcCH,4,1
0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,7MmG8p0F9N3C4AXdK6o6Eb,4,1
0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,4,1
0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,5UqCQaDshqbIk3pkhy4Pjg,4,1
0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,4,1
0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,3C0nOe05EIt1390bVABLyN,4,1
0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,1NpW5kyvO4XrNJ3rnfcNy3,4,1
0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,7ySUcLPVX7KudhnmNcgY2D,4,1
0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,2bJvI42r8EF3wxjOuDav4r,4,1
0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,1vvNmPOiUuyCbgWmtc6yfm,4,1
0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4lhqb6JvbHId48OUJGwymk,4,1
0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,1kPpge9JDLpcj15qgrPbYX,4,1
0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,4,1
0.697,0.91,2,-3.92,1,0.247,0.00271,0.0,0.147,0.623,127.031,1ZlHr9FYHT7YTbXCoxPq5C,4,1
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,2LEF1A8DOZ9wRYikWgVlZ8,4,1
0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,5xTtaWoae3wi06K5WfVUUH,4,1
0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,0Hf4aIJpsN4Os2f0y0VqWl,4,1
0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,4,1
0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,12KUFSHFgT0XCoiSlvdQi4,4,1
0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,3P3pw6C19j31Rnzgo3JG7o,4,1
0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,4,1
0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,6ebkx7Q5tTxrCxKq4GYj0Y,4,1
0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,4,1
0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,0n4bITAu0Y0nigrz3MFJMb,4,1
0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,7vS3Y0IKjde7Xg85LWIEdP,4,1
0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,5N5k9nd479b1xpDZ4usjrg,4,1
0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,6tS3XVuOyu10897O3ae7bi,4,1
0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,5knuzwU65gJK7IF5yJsuaW,4,1
0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,69kOkLUCkxIZYexIgSG8rq,4,1
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,3TGRqZ0a2l1LRblBkJoaDx,4,1
0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,1WkMMavIMc4JZ8cfMmxHkI,4,1
0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,3avYqdwHKEq8beXbeWCKqJ,4,1
0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,0ErK6K0kYr0Ow2RkPMhmMs,4,1
0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,7LcfRTgAVTs5pQGEQgUEzN,4,1
0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,4,1
0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,37ZJ0p5Jm13JPevGcx4SkF,4,1
0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,1jDJFeK9x3OZboIAHsY9k2,4,1
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,0GONea6G2XdnHWjNZd6zt3,4,1
0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,4,1
0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,7EZC6E7UjZe63f1jRmkWxt,4,1
